title,author,rating,voters,price,publisher,page_count,published_date
"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,4.4,399,26.51,HarperCollins UK,400,1-Sep-11
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,4,2,55.47,Random House,576,22-Sep-16
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,23,3.9,Hachette UK,30,29-Jan-15
Competitive Advantage: Creating and Sustaining Superior Performance,Michael E. Porter,5,6,78.72,Simon and Schuster,592,30-Jun-08
A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,4.5,1799,39.34,Bantam,1040,12-Jul-11
The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,57,19.28,HarperCollins UK,208,14-Oct-10
The Walking Dead: Compendium 1,Robert Kirkman,4.5,4533,157.49,"Image Comics, Inc.",28,19-May-09
Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4,3695,29.21,HarperCollins UK,304,6-Mar-09
Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,4.7,391,98.42,DC,400,8-Mar-16
Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,,,66.87,Clarkson Potter,256,15-Oct-19
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,4.6,250,55.09,Simon and Schuster,544,1-Nov-07
Boy Erased: A Memoir,Garrard Conley,4,35,23.85,Penguin,352,10-May-16
Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,4.5,95,33.72,Morgan Rice,500,25-Feb-16
A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,4.5,522,18.72,Morgan Rice,250,7-Sep-15
"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,4.1,445,39.34,Vintage Crime/Black Lizard,416,1-Sep-15
The Black Box,Michael Connelly,4,85,43.28,Hachette UK,448,22-Nov-12
Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,5,32.48,HarperCollins Leadership,128,8-Sep-02
The Complete Art of War,Sun Tzu,4.7,110,7.84,Simon and Schuster,667,29-Apr-13
Ready Player One,Ernest Cline,4.6,17719,39.34,Broadway Books,384,16-Aug-11
Edgedancer: From the Stormlight Archive,Brandon Sanderson,4.8,221,36.79,Tor Books,226,17-Oct-17
Team Sonic Racing Plus Deluxe Turbo Championship Edition one-shot,Caleb Goellner,4.8,30,11.78,IDW Publishing,52,22-May-19
Batman: Year One,Frank Miller,4.5,1756,59.03,DC,148,10-Jan-07
How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,4,46.85,Kogan Page Publishers,176,3-Apr-10
The Joker,Brian Azzarello,4.4,997,78.73,DC,130,4-Nov-08
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,18,73.92,HarperCollins Leadership,288,21-May-12
The Secret,Rhonda Byrne,4.1,9403,47.22,Simon and Schuster,216,26-Feb-07
Shantaram,Gregory David Roberts,4.5,499,55.1,Hachette UK,944,28-Jun-12
The Art of Thinking Clearly,Rolf Dobelli,4.3,72,7.84,Harper Collins,384,6-May-14
Invincible #118,Robert Kirkman,4,1365,3.9,Image Comics,32,25-Mar-15
Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,4.6,13,42.16,Faber & Faber,256,29-Oct-19
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,166,53.11,Abrams,224,5-Nov-19
How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,4,46.85,Kogan Page Publishers,176,3-Apr-10
The Witcher #5,Paul Tobin,4.6,27,7.84,Dark Horse Comics (Single Issues),24,21-May-14
Dead Silent,Shirley Wells,4,3,8.85,Harlequin,355,22-Aug-11
The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,4.7,185,43.28,Hachette UK,688,11-Jun-09
Sonic: Tangle & Whisper #3,Ian Flynn,4.3,9,7.84,IDW Publishing,30,23-Oct-19
The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,4.6,861,35.4,Del Rey,656,12-Feb-13
The Marine's E-Mail Order Bride: Heroes of Chance Creek Volume 4,Cora Seton,4.7,127,15.72,One Acre Press,300,7-Jan-15
Dark Age,Pierce Brown,4.8,168,71.63,Del Rey,800,30-Jul-19
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.4,14,66.87,Penguin,288,25-Apr-17
The Joker,Brian Azzarello,4.4,997,78.73,DC,130,4-Nov-08
And Then There Were None,Agatha Christie,4.6,510,32.1,HarperCollins UK,224,14-Oct-10
"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,4.3,135,50.25,HarperCollins,304,5-Sep-17
Mrs. Pollifax Unveiled,Dorothy Gilman,3.9,21,31.46,Ballantine Books,208,31-May-00
Shantaram,Gregory David Roberts,4.5,499,55.1,Hachette UK,944,28-Jun-12
The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,4.6,120,43.28,Hachette UK,400,19-May-16
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,577,28.54,HarperCollins UK,544,8-Jan-09
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,47,41.82,Pan Macmillan,112,17-Oct-19
Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,3.3,23,26.15,Kensington Publishing Corp.,288,1-Jul-07
"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,408,24.94,HarperCollins UK,416,4-Aug-11
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Final Option,Clive Cussler,4.9,11,71.63,Penguin,400,5-Nov-19
How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,4,46.85,Kogan Page Publishers,176,3-Apr-10
How to Win Friends and Influence People,Dale Carnegie,4.4,1382,55.47,Random House,304,30-Sep-10
The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,42,98.42,Hachette UK,640,22-Oct-19
Total Control,David Baldacci,4,85,41.82,Pan Macmillan,624,4-Nov-11
Permanent Record,Edward Snowden,4.6,56,49.58,Metropolitan Books,352,17-Sep-19
After Anna,Alex Lake,4.1,1633,20.51,HarperCollins UK,416,30-Jul-15
The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,,,98.42,Hachette UK,384,15-Oct-19
Dark Nights: Metal: Deluxe Edition: Issues 1-6,Scott Snyder,4.5,107,118.11,DC Comics,216,12-Jun-18
(FREE SAMPLE) CTET English & Hindi Language 9 Year-wise Solved Papers 1 & 2,Disha Experts,4.5,4,0,Disha Publications,23,6-Nov-19
Antiques Knock-Off,Barbara Allan,4.3,9,73.67,Kensington Publishing Corp.,240,1-Apr-12
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,,98.42,Hachette UK,416,15-Oct-19
Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,4.8,383,43.28,Hachette UK,400,21-May-15
Forever Evil,Geoff Johns,4.6,327,98.42,DC,240,9-Sep-14
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,7,14.96,Bookouture,358,11-Oct-19
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.5,119,33.38,Tim Duggan Books,128,28-Feb-17
Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,,,32.36,AMACOM,240,15-Oct-13
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,47,41.82,Pan Macmillan,112,17-Oct-19
How to Win Friends and Influence People,Dale Carnegie,4.4,1382,55.47,Random House,304,30-Sep-10
PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,12,2.06,e-artnow,160,8-Feb-16
Attack on Titan: Volume 13,Hajime Isayama,4.6,428,43.28,Kodansha Comics,192,31-Jul-14
The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,179,34.58,HarperCollins UK,416,23-Apr-15
Shall We Tell the President?,Jeffrey Archer,4.5,47,41.82,Pan Macmillan,200,1-Apr-11
Business Strategy (The Brian Tracy Success Library),Brian Tracy,,,38.33,AMACOM,112,29-Apr-15
A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,4.8,90,18.72,Blake Pierce,250,15-Jun-17
The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,179,34.58,HarperCollins UK,416,23-Apr-15
Maigret Goes to School,Georges Simenon,4,1,47.78,Penguin,176,2-Jan-18
"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,4.3,90,86.64,McGraw Hill Professional,464,12-Apr-09
We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,272,23.85,Vintage,32,29-Jul-14
Sonic the Hedgehog #22,Ian Flynn,4.2,20,7.84,IDW Publishing,34,23-Oct-19
The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,4.7,6,2.73,Courier Corporation,208,11-May-12
Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,4.3,532,50.25,Harper Collins,304,12-May-14
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,7,14.96,Bookouture,358,11-Oct-19
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,22,11.21,Bookouture,350,16-May-18
A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,4.6,407,33.42,Macmillan,688,20-Apr-10
Moby Dick. Illustrated edition,Melville Herman,5,3,0.17,Strelbytskyy Multimedia Publishing,771,28-Feb-18
The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,4.6,120,43.28,Hachette UK,400,19-May-16
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,1105,81.87,HarperCollins UK,1216,20-Apr-09
Venomized,Cullen Bunn,4.5,56,35.41,Marvel Entertainment,136,25-Jul-18
Salvaged,Madeleine Roux,4,1,47.78,Penguin,368,15-Oct-19
Mrs. Pollifax Unveiled,Dorothy Gilman,3.9,21,31.46,Ballantine Books,208,31-May-00
Gangster: A Novel,Lorenzo Carcaterra,4.5,79,31.46,Ballantine Books,384,30-Jul-02
Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,4,10,26.15,Kensington Publishing Corp.,320,1-Mar-09
HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,3.6,5,133.9,McGraw Hill Professional,272,20-Jul-12
We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,272,23.85,Vintage,32,29-Jul-14
The Secret,Rhonda Byrne,4.1,9403,47.22,Simon and Schuster,216,26-Feb-07
Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,5,4,98.42,Hachette UK,336,17-Oct-19
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,4.6,66,23.59,Selective Entertainment LLC,126,22-Dec-13
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,1130,49.92,Random House,704,18-Jul-13
The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,7,3.71,Bookouture,357,1-Nov-19
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
The Guardians: A Novel,John Grisham,4.5,60,71.63,Doubleday,384,15-Oct-19
No One Is Too Small to Make a Difference,Greta Thunberg,5,2,38.18,Penguin,112,12-Nov-19
The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,179,34.58,HarperCollins UK,416,23-Apr-15
Boy Erased: A Memoir,Garrard Conley,4,35,23.85,Penguin,352,10-May-16
The Call of Cthulhu,H. P. Lovecraft,4.9,14,3.71,BookRix,49,17-Oct-18
The Infinite Game,Simon Sinek,3.8,4,71.63,Penguin,272,15-Oct-19
PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,12,2.06,e-artnow,160,8-Feb-16
It,Stephen King,4.5,4260,19.65,Simon and Schuster,1168,1-Jan-16
Batman: Arkham Knight Vol. 3,Peter J. Tomasi,4.3,61,98.42,DC,200,12-Jul-16
And Then There Were None,Agatha Christie,4.6,510,32.1,HarperCollins UK,224,14-Oct-10
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,751,88.06,HarperCollins UK,4544,15-Mar-12
Thrawn (Star Wars),Timothy Zahn,4.7,588,39.34,Del Rey,448,11-Apr-17
The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,4.7,185,43.28,Hachette UK,688,11-Jun-09
"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,16,129.51,Macmillan,1728,6-Dec-16
Marvel Universe: The End,Jim Starlin,4.3,405,43.28,Marvel Entertainment,168,11-Jun-14
We,Yevgeny Zamyatin,4.3,49,7.13,Pan,226,15-Jan-13
Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,4.1,157,59.03,DC,172,5-Apr-11
Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",4.3,288,56.14,Harper Collins,336,2-Jun-09
Blue Moon: A Jack Reacher Novel,Lee Child,4.4,85,71.63,Dell,368,29-Oct-19
Summary: Think and Grow Rich,Nine99 Innovation Lab,,,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,14,1-Jul-19
Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,7,19.65,Sara Rosett,254,30-Apr-16
Death of a Bachelorette,Laura Levine,4,7,29.9,Kensington Books,304,1-Jul-17
Introducing Critical Theory: A Graphic Guide,Stuart Sim,3.7,3,23.4,Icon Books,176,1-Jan-04
Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4,3695,29.21,HarperCollins UK,304,6-Mar-09
The Walking Dead #185,Robert Kirkman,4.7,19,7.84,Image Comics,56,7-Nov-18
W is for Wasted: A Kinsey Millhone Novel,Sue Grafton,4.3,206,39.34,Penguin,448,10-Sep-13
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,278,42.16,Penguin UK,464,8-May-14
The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,179,34.58,HarperCollins UK,416,23-Apr-15
Dark Age,Pierce Brown,4.8,168,71.63,Del Rey,800,30-Jul-19
"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,4.4,399,26.51,HarperCollins UK,400,1-Sep-11
"Assassin’s Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,4.4,399,26.51,HarperCollins UK,400,1-Sep-11
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,22,11.21,Bookouture,350,16-May-18
Her Royal Spyness,Rhys Bowen,3.8,103,31.46,Penguin,336,1-Jul-08
The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,42,98.42,Hachette UK,640,22-Oct-19
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,278,42.16,Penguin UK,464,8-May-14
War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,4.3,1354,0,Simon and Schuster,1400,8-Apr-14
"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,16,129.51,Macmillan,1728,6-Dec-16
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,4532,88.69,Harper Collins,336,17-Feb-10
Darksiders: The Abomination Vault: A Novel,Ari Marmell,4.5,485,57.3,Del Rey,368,24-Jul-12
Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,4,69,59.03,DC,160,13-Aug-13
Final Option: 'The best one yet',Clive Cussler,5,3,93.75,Penguin UK,400,14-Nov-19
Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,4,1,78.76,Hachette UK,256,1-Mar-06
"Rogue, Prisoner, Princess (Of Crowns and Glory—Book 2)",Morgan Rice,4.5,453,14.96,Morgan Rice,250,3-Aug-16
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.1,4750,62.1,Random House,416,28-Feb-12
Letting Go,"David R. Hawkins, M.D./Ph.D.",4.6,33,74.78,"Hay House, Inc",176,1-Aug-13
The Red Signal: An Agatha Christie Short Story,Agatha Christie,5,4,7.5,HarperCollins UK,40,1-Sep-11
Batman: Arkham Knight Vol. 3,Peter J. Tomasi,4.3,61,98.42,DC,200,12-Jul-16
Personal Success (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,6-Jan-16
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,22,11.21,Bookouture,350,16-May-18
Ask A Footballer,James Milner,,,98.42,Hachette UK,320,31-Oct-19
The Walking Dead: Compendium 1,Robert Kirkman,4.5,4533,157.49,"Image Comics, Inc.",28,19-May-09
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
The Choice of Magic,Michael G. Manning,4.8,124,11.78,Michael Manning,408,16-Aug-19
The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,4.1,57,62.1,Penguin,336,24-Dec-12
The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,179,34.58,HarperCollins UK,416,23-Apr-15
A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,4.5,522,18.72,Morgan Rice,250,7-Sep-15
PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,12,2.06,e-artnow,160,8-Feb-16
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.1,1345,51.16,Hachette UK,256,13-Oct-16
The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,179,34.58,HarperCollins UK,416,23-Apr-15
Home Work: A Memoir of My Hollywood Years,Julie Andrews,5,1,98.42,Hachette UK,352,15-Oct-19
"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,4.7,46,62.82,Berrett-Koehler Publishers,144,17-Apr-17
The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,4.4,591,18.72,Morgan Rice,250,1-Jul-15
The Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.2,3316,0,Simon and Schuster,320,18-Nov-14
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Young Justice Vol. 1,Art Baltazar,4.1,818,39.34,DC,164,17-Jan-12
Edgedancer: From the Stormlight Archive,Brandon Sanderson,4.8,221,36.79,Tor Books,226,17-Oct-17
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,186,39.19,Workman Publishing,228,22-Apr-14
How to Win Friends and Influence People,Dale Carnegie,4.4,1382,55.47,Random House,304,30-Sep-10
Watching (The Making of Riley Paige—Book 1),Blake Pierce,4.6,483,0,Blake Pierce,250,15-May-18
God of War: The Official Novelization,J.M. Barlog,4.5,94,15.82,Titan Books,400,28-Aug-18
Management (The Brian Tracy Success Library),Brian Tracy,,,38.44,AMACOM,112,15-May-14
Gangster: A Novel,Lorenzo Carcaterra,4.5,79,31.46,Ballantine Books,384,30-Jul-02
Watching (The Making of Riley Paige—Book 1),Blake Pierce,4.6,483,0,Blake Pierce,250,15-May-18
Legacy,Shannon Messenger,4.9,46,43.28,Simon and Schuster,816,5-Nov-19
Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,4.6,74,43.28,Marvel Entertainment,168,10-Dec-14
Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,4.5,13,70.7,W. W. Norton & Company,256,28-Mar-16
The Jump,Doug Johnstone,4.1,92,32.78,Faber & Faber,304,4-Aug-15
Batman vs. Superman: The Greatest Battles,Geoff Johns,4.4,715,39.34,DC,147,8-Dec-15
Antiques Con,Barbara Allan,4.8,4,29.9,Kensington Books,288,1-Apr-15
The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,7,3.71,Bookouture,357,1-Nov-19
1 Sample Paper for CBSE Class 10 Science 2020 Exam,Disha Experts,4.7,7,0,Disha Publications,25,21-Oct-19
Sonic the Hedgehog #18,Ian Flynn,4.7,26,7.84,IDW Publishing,36,3-Jul-19
Antiques Knock-Off,Barbara Allan,4.3,9,73.67,Kensington Publishing Corp.,240,1-Apr-12
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,4.7,87,33.14,Andrews McMeel Publishing,144,20-Oct-15
Final Option: 'The best one yet',Clive Cussler,5,3,93.75,Penguin UK,400,14-Nov-19
Young Justice Vol. 1,Art Baltazar,4.1,818,39.34,DC,164,17-Jan-12
Salvaged,Madeleine Roux,4,1,47.78,Penguin,368,15-Oct-19
After Anna,Alex Lake,4.1,1633,20.51,HarperCollins UK,416,30-Jul-15
Thrawn (Star Wars),Timothy Zahn,4.7,588,39.34,Del Rey,448,11-Apr-17
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,278,42.16,Penguin UK,464,8-May-14
Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,14,31.47,Blake Pierce,250,29-Oct-19
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,47,41.82,Pan Macmillan,112,17-Oct-19
The Jump,Doug Johnstone,4.1,92,32.78,Faber & Faber,304,4-Aug-15
Maigret Goes to School,Georges Simenon,4,1,47.78,Penguin,176,2-Jan-18
Shattered Bonds,Faith Hunter,4.8,13,31.46,Penguin,400,29-Oct-19
Sonic the Hedgehog #22,Ian Flynn,4.2,20,7.84,IDW Publishing,34,23-Oct-19
Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,4.5,45,14.96,Blake Pierce,250,16-Jun-16
Maigret Goes to School,Georges Simenon,4,1,47.78,Penguin,176,2-Jan-18
Shall We Tell the President?,Jeffrey Archer,4.5,47,41.82,Pan Macmillan,200,1-Apr-11
All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,4.5,42,70.85,Marvel Entertainment,136,11-May-16
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,186,39.19,Workman Publishing,228,22-Apr-14
It,Stephen King,4.5,4260,19.65,Simon and Schuster,1168,1-Jan-16
Now or Never: A Novel,Elizabeth Adler,4.5,14,31.46,Island Books,448,7-Jul-10
Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,4.7,391,98.42,DC,400,8-Mar-16
Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,4.6,13,42.16,Faber & Faber,256,29-Oct-19
Summary: Think and Grow Rich,Nine99 Innovation Lab,,,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,14,1-Jul-19
Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,4.7,87,33.14,Andrews McMeel Publishing,144,20-Oct-15
Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,4.8,383,43.28,Hachette UK,400,21-May-15
We,Yevgeny Zamyatin,4.3,49,7.13,Pan,226,15-Jan-13
"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,4.7,46,62.82,Berrett-Koehler Publishers,144,17-Apr-17
Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,4,69,59.03,DC,160,13-Aug-13
Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,4.7,391,98.42,DC,400,8-Mar-16
Rework,Jason Fried,4.1,3650,71.63,Currency,288,9-Mar-10
Blue Moon: A Jack Reacher Novel,Lee Child,4.4,85,71.63,Dell,368,29-Oct-19
Little Girl Lost: A Lucy Black Thriller,Brian McGilloway,4,1251,35.44,Harper Collins,336,18-Feb-14
Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,5,4,98.42,Hachette UK,336,17-Oct-19
Strawberry Shortcake Murder,Joanne Fluke,4,80,43.36,Kensington Books,304,1-Oct-11
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.4,14,66.87,Penguin,288,25-Apr-17
Moby Dick. Illustrated edition,Melville Herman,5,3,0.17,Strelbytskyy Multimedia Publishing,771,28-Feb-18
The Last of Us: American Dreams #1,Faith Erin Hicks,4.6,41,7.84,Dark Horse Comics (Single Issues),26,21-Dec-11
Find Me: A Novel,André Aciman,4.7,38,46.88,"Farrar, Straus and Giroux",272,29-Oct-19
Shantaram,Gregory David Roberts,4.5,499,55.1,Hachette UK,944,28-Jun-12
Candide,Voltaire,4.5,14,11.78,Open Road Media,112,27-Jan-15
A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,4.5,522,18.72,Morgan Rice,250,7-Sep-15
We,Yevgeny Zamyatin,4.3,49,7.13,Pan,226,15-Jan-13
Bring Me Back,B A Paris,3.8,124,30.71,HarperCollins UK,368,8-Mar-18
My Little Pony: The Feats of Friendship #2,Ian Flynn,5,3,15.72,IDW Publishing,30,30-Oct-19
Morning Star,Pierce Brown,4.8,886,62.1,Del Rey,544,9-Feb-16
How to Win Friends and Influence People,Dale Carnegie,4.4,1382,55.47,Random House,304,30-Sep-10
Batman: The Man Who Laughs,Ed Brubaker,4.5,64,59.03,DC,146,7-Apr-15
And Then There Were None,Agatha Christie,4.6,510,32.1,HarperCollins UK,224,14-Oct-10
God of War: The Official Novelization,J.M. Barlog,4.5,94,15.82,Titan Books,400,28-Aug-18
Total Control,David Baldacci,4,85,41.82,Pan Macmillan,624,4-Nov-11
Candide,Voltaire,4.5,14,11.78,Open Road Media,112,27-Jan-15
Watching (The Making of Riley Paige—Book 1),Blake Pierce,4.6,483,0,Blake Pierce,250,15-May-18
Principles: Life and Work,Ray Dalio,4.7,78,59.03,Simon and Schuster,592,19-Sep-17
My Little Pony: The Feats of Friendship #2,Ian Flynn,5,3,15.72,IDW Publishing,30,30-Oct-19
You'll Never See Daylight Again,Michaella McCollum,4.3,6,42.16,Kings Road Publishing,476,31-Oct-19
10 Ways to be annoying,James Fries,,,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,17,21-Nov-19
The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,57,19.28,HarperCollins UK,208,14-Oct-10
How to Win Friends and Influence People,Dale Carnegie,4.4,1382,55.47,Random House,304,30-Sep-10
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,1105,81.87,HarperCollins UK,1216,20-Apr-09
All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,4.5,42,70.85,Marvel Entertainment,136,11-May-16
